product_id,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm
oUaq0Emczjrp,toys,175,23,21,21
MJd5ysuJ9wF1,health_beauty,600,33,19,13
rdPMDg3oYpft,toys,600,70,10,50
867Z1TpSzhQ2,toys,8900,28,64,28
BRURf38k33O3,toys,310,20,10,19
NK3oTeDWonY4,toys,2150,36,31,19
VyCf5it8YfW1,toys,3800,28,30,25
lfIaJmzhMEYN,toys,3900,63,11,43
kbaoSmgfO9zQ,toys,250,16,2,11
gk1D6hLknvpw,toys,500,18,14,17
NdsZzUyOltvt,toys,1400,20,31,30
IsrbaRfSpMhb,toys,313,17,7,13
HDq02GU8zCWs,toys,3008,32,45,32
rQgSMxmlXGkG,bed_bath_table,1650,44,2,35
atcLk7X4EupG,toys,1567,32,5,29
qOiDnN39CMGm,toys,6550,38,30,28
28RvX8yjWvVL,bed_bath_table,3250,29,7,36
7UgeHfJ6Q38k,toys,350,16,2,20
x2473gHktSB1,toys,900,25,12,38
ZnRSzPSjLt9s,toys,450,30,7,25
JCYXAFr8ahyo,toys,150,20,3,18
2Sht5Ify9u5z,toys,541,19,12,16
Yl2dsA1xyfLS,watches_gifts,100,16,2,20
Bzm1srRG8p9f,toys,150,16,16,16
168ohCOO2sow,toys,750,16,12,15
YJPboXh0755r,kitchen_dining_laundry_garden_furniture,1100,20,16,30
ih3otwdE3nvH,toys,900,31,13,26
ZfYTKaCCPXz7,sports_leisure,1300,31,35,31
KehUF3Fx6UzT,toys,500,17,5,28
CLEWRJ0lbmI5,toys,8683,54,64,31
B5ZZ4Ntbky6W,toys,7000,43,35,50
Kng7s6klzhxE,toys,450,17,8,12
N6w5sp14LqYs,toys,1550,32,10,28
huOtiYFnpes9,toys,525,16,16,18
ch26pynh9FL6,sports_leisure,1182,21,16,17
dsYR6bWTLbsF,toys,550,35,2,50
eVLftGb9CD4B,toys,1550,68,9,43
0VLi0yVPIBpF,toys,1000,24,13,15
Ia0Im2XO492V,toys,200,16,5,11
j758JJ0fpVTe,auto,20100,61,61,37
tJi9tl8ZhWI3,toys,2900,20,11,11
bjwDW0C4daSk,toys,150,20,6,14
Lw1TLpB2Uxyk,toys,150,25,7,16
185Rjb6Jfv2E,toys,150,16,16,16
Jois5FuvGqWO,health_beauty,175,18,22,16
2NDHjxdUzmLC,toys,6550,30,30,30
ZjwdAsCJqozH,toys,200,16,2,11
V59IM3Iv7OY7,furniture_decor,750,20,35,20
hjxGMt0avxts,toys,300,16,10,12
PX0tdwEHT1P4,toys,300,16,11,20
7OWX5gveR6vw,toys,2400,37,30,20
8hGjOEg8vMHb,toys,700,43,16,27
K8eR13zxvn7n,sports_leisure,450,17,15,14
0DoQRZJFrIMa,toys,650,24,14,18
r9kwpLShZbzQ,bed_bath_table,650,30,4,19
SQSXRpgyiF9k,toys,600,16,4,13
S0kWNAYK3hpd,fashion_bags_accessories,300,21,9,13
diXfR20Ry7N3,computers_accessories,200,20,15,15
GvBzGCvvIC2D,toys,1000,53,8,18
ymZvN9XtTHxn,toys,1110,19,11,18
H2H6xWAqc2VD,auto,980,17,10,12
OqHOcvUtnJRv,luggage_accessories,284,16,14,15
mLWhDEnUDscy,bed_bath_table,1700,34,7,32
ZGiWs1UKMLSA,consoles_games,350,20,20,20
bw4D1I6O0ayl,toys,12000,45,35,45
MXIDpBL8zOVA,toys,1350,27,9,18
NlSKzeRtLN0h,toys,625,27,11,15
jyqvHPkDKFDV,toys,567,26,12,26
UEWSYx9mpvwU,toys,750,38,12,25
jc5ftGk9kUer,toys,100,17,4,13
h3J6SSJhyF1L,toys,900,50,5,50
SESkOgF0nWnh,cool_stuff,1600,42,25,15
oIRD3dPSlCQE,toys,2700,35,9,34
V8GtDJM4hW6E,toys,2000,33,8,23
5f7WyYv8nvpx,electronics,263,18,12,16
M9Rq7Nx8etjk,toys,7000,26,47,27
ssZQDTdv1ISb,toys,400,34,4,22
1f74c4RusbFv,toys,814,32,16,15
yoX3qrwYt5xv,toys,675,40,18,35
sIT9McRczJ64,auto,700,32,15,11
cNIQyQD7lRhk,toys,150,17,8,14
xK2nSTNQk0RL,toys,200,16,10,11
UtABQRz4rf4Y,toys,1200,52,8,11
WNlHpHCpYrRu,garden_tools,8875,40,14,43
sCONCvmO1cEY,computers_accessories,6550,20,20,20
sAZlZF7GJJdr,bed_bath_table,350,16,10,16
lMhB12pFkWjk,toys,350,19,7,12
1VzxX1p5ckvc,toys,1098,26,20,20
xpQZk29JWWDr,toys,250,16,4,20
WEDPNfPsrheI,toys,150,16,16,11
8wglJCsLCa4J,bed_bath_table,250,28,4,16
S0ue63RY2Vk3,toys,313,17,12,14
EV3RPuyZ49GA,toys,317,21,14,16
26TCLiuQ4VRT,toys,2400,42,25,15
JUZSyxq6s6nI,toys,400,20,12,15
72Rh3hfVJnMm,toys,375,28,5,19
0L09m6sfzbdM,toys,366,17,14,16
pD4TnfacE71h,toys,200,17,11,15
AeHw5WLt8Lrj,toys,1450,34,12,40
ucePnNrnkTwo,toys,1825,44,14,34
HpiGfPPag9XU,toys,550,17,26,17
AqlrgzuGnPc3,toys,5900,74,13,52
MbWeKW79Ue2t,toys,1550,45,15,35
1cPn3wB8ok31,toys,50,20,15,15
imBMeTTuzzdc,toys,235,21,7,15
aSPk9AU9jtiP,bed_bath_table,2150,45,13,35
ebBYerk8YhSO,toys,1400,43,5,30
141pxQKxiRc0,fashion_bags_accessories,150,20,10,20
bzw8l3kNjf2v,toys,400,30,30,15
ySnqyiN9aAKz,toys,821,30,14,15
MXfRU6BvSbFp,cool_stuff,15350,47,40,47
HOmP1uDiX01O,toys,12250,45,35,45
r70PJ6ho14tO,toys,9050,45,33,35
nml3iKGgq8eD,cool_stuff,700,16,2,11
gfuzNOVbGupW,toys,1100,16,6,11
DAiLlNnCYTlc,sports_leisure,250,16,17,22
kmzH2nGcDT9t,sports_leisure,200,16,7,12
CpeCg2UGCL6P,toys,250,40,4,30
odgrVS8Yq2fd,toys,2950,20,20,20
ZNl6BY792DHN,toys,2500,60,12,20
iKu1PUlpYekn,toys,975,23,25,23
D8g3FQE0RYJe,industry_commerce_and_business,4400,36,12,45
lLFhT8y1mPKV,toys,2400,33,10,16
blPFUTjOGNza,toys,700,45,15,35
Djhx8wxXNBcS,toys,500,50,11,40
cxBxMDC0OUJO,toys,200,31,31,31
4OxY8JM4opaS,toys,650,16,13,16
wGtSb0qa15YW,toys,245,19,14,14
ObzevCybPr51,toys,250,40,20,25
hpHCXLhysZkh,toys,100,16,3,15
NGeQkcAplrpk,bed_bath_table,400,50,11,11
tNNgriQ7MZz5,toys,250,27,9,26
Vyrbz6yeZnIN,toys,350,20,10,15
1edaUIVffPFF,watches_gifts,584,16,11,13
igRPXcDGqAqG,stationery,250,21,7,15
AMKIgKd1s17B,health_beauty,200,22,10,18
jTNW5CXZFV1l,toys,2000,50,25,40
7sbsGex4YGlB,electronics,550,17,8,16
OREzyxIkjqea,toys,5450,16,65,25
EtzdjrvDjLd7,toys,3785,44,13,42
UtEmsTImVpmt,toys,1700,45,20,45
jrOrZ1o4LV94,toys,138,16,13,14
A1CFbGhTMeTR,toys,300,30,20,15
Frot5FLjBR6q,toys,175,20,20,20
9Ire6qSk4Om6,toys,200,18,10,18
ltUTGmrsgWZC,toys,350,17,4,12
nQflyEP9dhCR,bed_bath_table,1350,46,2,36
1ffebT9EkzfW,health_beauty,300,19,12,13
508r9y2t4zJK,housewares,5675,25,25,60
IJR5KmFASqIC,toys,750,20,13,13
ATu1RgIDA0rM,telephony,300,17,4,12
T58tBW6zFi3S,toys,2200,30,35,30
mr3L3vKkTVYK,health_beauty,1200,20,20,20
PZD67QhnCkI2,pet_shop,102,20,6,13
x2473gHktSB1,toys,900,25,12,38
jZsg55rBQMbi,housewares,12800,35,104,35
jsqD7UiJ0hlQ,toys,1000,50,12,12
kMn6qhcCHy1e,toys,166,22,7,14
4AmecjIFjCrk,toys,400,40,5,20
77CHRsfsfuvy,toys,100,16,9,11
uDIWaQnuUe37,toys,350,25,15,15
FfeUwHiAgOED,toys,250,51,15,15
zj8qeEUeOqG9,toys,3300,72,12,55
3hFgY14cseag,toys,5650,73,73,20
bgfm7Zpir5RR,toys,150,17,8,14
rZEPo15M5w1M,toys,500,21,10,15
7sbsGex4YGlB,electronics,550,17,8,16
E8LeMFl4692F,toys,3450,41,15,25
06Zem5ml9euJ,toys,175,17,6,13
EmMR6ar6GKbt,telephony,300,17,4,12
dZsdBBIgQ7vB,toys,500,25,5,15
SESkOgF0nWnh,cool_stuff,1600,42,25,15
nnma9rP5iHlO,computers_accessories,5875,25,15,20
SvjmYI42lU1V,toys,200,16,4,11
xDO0OuUnEKyB,toys,200,25,16,19
QnFuzTOKms5v,baby,600,32,11,32
unyXXeCSrRdJ,toys,264,17,14,16
zmlBaWwZ31tJ,toys,2100,23,40,16
iCqCN6FG1ujF,toys,50,18,6,11
8RPVxbvn4wxa,sports_leisure,1032,17,15,16
EtFky8TOEnnR,toys,100,16,8,11
acsEVN46KLLB,toys,300,29,7,16
HVs4VcnEpoaw,furniture_decor,7350,30,35,30
ova0qDj5EByh,bed_bath_table,350,47,4,35
1edaUIVffPFF,watches_gifts,584,16,11,13
sCONCvmO1cEY,computers_accessories,6550,20,20,20
JUZSyxq6s6nI,toys,400,20,12,15
hrjNaMt3Wyo5,toys,1850,37,22,40
Qfbhh4QDirv5,toys,1650,29,14,19
quJGiOrWFlR2,toys,617,17,18,23
ETfMMXzbOTXT,toys,3100,35,23,35
e3lz5eU8UHJd,toys,5575,60,22,47
ZPFUbGIY6KOh,toys,825,25,18,40
Zq51fGk14bnz,toys,460,22,13,19
IaT1PjxEe1iq,toys,775,44,3,34
pvEVOb44PIj9,toys,15100,51,39,35
7RYieb3htbjj,toys,300,16,16,16
iLbSgqBwaNMN,toys,8150,39,20,46
RokqYzTZLpwY,toys,5400,20,60,50
Qwv1YrdozkaC,toys,767,16,16,17
U8lWvRJSefMi,toys,16100,61,61,18
e99ZcFiqQtJw,toys,50,20,10,15
F2ZFaPrChBnM,toys,250,16,16,16
XZDsnnVR2hCO,toys,200,26,3,21
NvqfjcMEMPUj,toys,150,16,16,16
jt08oK6mlLpg,toys,200,26,16,16
3ySbE7iHgt6B,toys,8600,45,35,35
M1QehWDYrOKu,toys,1800,52,5,52
JbHjUrduq7BQ,toys,900,40,8,40
Srb9rajn2rub,toys,850,60,30,30
C5oQiHrJObxw,furniture_decor,400,53,15,53
1edaUIVffPFF,watches_gifts,584,16,11,13
rHSTHjYFnJS8,toys,9750,35,12,30
wX2JiLUaLdmV,toys,375,17,12,17
0lREqb1YAvSV,toys,231,20,7,16
PJxDa1BiwKkC,toys,900,36,10,19
PolItCdfAe6M,toys,260,24,19,20
pIsDRb4xbzyD,watches_gifts,350,16,14,11
iRL67gYkWr3H,drinks,700,20,20,20
CUpJLidPfIW1,toys,350,47,4,35
fv7KNAysdXlN,toys,260,21,16,20
2fU9tOpIRxTW,sports_leisure,600,16,6,15
M1rYmnoASONR,toys,550,25,10,25
H6EbpVsFlm5M,toys,200,19,19,19
il359SUldrBK,toys,350,16,11,11
UgkSjxoiV9Ev,toys,2600,50,10,30
poHhc7YTT3K9,toys,2000,33,44,19
Cjq4di8arIUK,toys,200,16,16,16
gzp3BRVIba8M,toys,700,20,8,14
FgAcWi3EBYPt,toys,250,33,6,22
eYH58Ff4TLCc,toys,150,16,10,11
XR6M8392KQ22,toys,4050,11,18,10
NMCACR8NxxDv,toys,7550,35,35,35
7b6Ed2fWIBom,toys,175,22,13,17
GvBzGCvvIC2D,toys,1000,53,8,18
ZmBu43wEvBlb,toys,1000,35,10,20
iVb6JJ3DuPoQ,toys,1500,43,4,30
TlVlN3JFv5vB,furniture_decor,13650,45,35,45
l2k1XPbM32KE,computers_accessories,3475,54,13,48
RokqYzTZLpwY,toys,5400,20,60,50
jxQKHYUtUZmP,bed_bath_table,950,36,6,27
jP8aktVk1KWT,toys,1000,54,18,16
wEXYeIBMtNpz,toys,1700,65,6,50
4VIws8ixtz0J,toys,200,25,7,16
3BiogNRRKnAV,bed_bath_table,850,48,13,37
9NwzO0Pm0fDM,toys,1550,30,22,30
nHtbuH9WMBnD,perfumery,200,20,15,15
Bn2fiPzkVZVL,toys,2300,38,10,34
IxaXbVSfnJ16,toys,500,25,15,15
qh5eo3eA22JD,toys,7150,17,8,32
G6QsRYZ1YsAN,toys,117,15,4,12
KTx5oEBhlX2P,toys,83,13,8,12
0KM0bnU1HZE3,toys,1771,29,22,30
IlndIE8ubV3K,toys,1200,53,8,11
yYbfrsBO1NCj,telephony,300,17,4,12
eeKJFanAy2tH,sports_leisure,1050,40,20,20
9NwzO0Pm0fDM,toys,1550,30,22,30
T53CPW16OvSe,garden_tools,1200,27,10,14
eJ1VhzkvMp83,bed_bath_table,570,30,4,26
L6hOpvbiwzZ2,toys,2200,50,20,40
y7dHNMTJXu2R,toys,346,18,10,13
s6npMSPLz7oy,electronics,150,24,8,16
BQxV9TWwhyqU,toys,100,16,6,11
lsE6ahqdhx7Y,toys,1700,43,24,31
XULp2AYmG1ft,cool_stuff,450,34,15,17
8ZpZBiXExDvE,toys,3050,20,30,46
7a2JQPwYiM1v,toys,902,19,21,16
eqcNvbquuO8m,toys,2200,30,20,22
gytiHCk1h8bB,toys,150,18,18,18
olMPvsBdC91g,toys,450,100,12,20
SCSDgAcntnsM,sports_leisure,2200,60,18,18
2zqTxFE1YUvz,toys,1000,26,20,12
ITxrYjmFpsSl,bed_bath_table,1000,40,5,25
CejzkgYbGiWP,signaling_and_security,300,19,13,13
J0dcgmPXoo3e,sports_leisure,1800,52,8,21
VDEBigGAwD3J,toys,1550,44,14,34
KLjAlQzuD1Xd,toys,350,16,5,20
Xaa3mf5a3zMy,toys,1600,24,13,15
tz3e5KHOtJAW,toys,3600,36,10,23
Gk41n3wP7E6n,toys,481,21,14,19
qaSsMevC3eHU,toys,1800,55,7,23
iRfmqpDKq7k7,toys,1700,34,7,32
PWl2yBtu82h0,perfumery,250,20,8,21
WH6jI4Oqb0bf,toys,225,16,3,13
FNyUFrqDcOmW,toys,1300,16,19,16
v39MTKX2lpCG,toys,550,20,27,11
IJJL2iT7InlD,toys,450,16,4,20
Kcqn7MC2IG3l,toys,225,17,14,13
EA6ZmPCrbZRQ,toys,250,17,7,13
AjFi9RspMrwZ,audio,343,19,11,13
fJOMyLSpholI,toys,200,20,2,15
0vbEvli2JYJu,toys,1383,50,10,40
0vbEvli2JYJu,toys,1383,50,10,40
JCdfJbT3dMnM,computers_accessories,200,41,2,29
VXbJ47FsLsXg,toys,600,20,6,18
GS9BwRCKDzlt,toys,900,44,24,31
KoRGSXOt2wEV,toys,2300,16,32,11
bzw8D3OP5Vn6,toys,250,19,3,11
JUZSyxq6s6nI,toys,400,20,12,15
cSnA1UKxqQpy,toys,2500,50,10,40
zX9HL81jfvr2,toys,,,,
kRFItQQLNYyf,toys,250,18,8,13
f1T1XObxpEiv,toys,150,18,7,11
bw7R2cl96E5V,toys,3450,43,18,22
hjf5N4YN6Ghw,toys,800,26,17,26
6HidHWDMSVqk,toys,642,20,13,16
IxwFeVLApOc8,toys,300,16,4,11
kfUTZjohUX2s,toys,550,19,18,17
LRc5EQZu4snz,toys,3700,31,33,32
o2ZpzmziYkuL,toys,317,19,15,17
Fzhd8WRc1imH,toys,700,20,9,14
zbamDFAAGFPe,bed_bath_table,11550,50,20,50
FYwSFXcDOKLA,toys,750,16,12,15
O0jk4ZxNKxAs,toys,167,19,11,13
DsbBlnwdDCB8,toys,151,19,16,16
NDjTgwCB0TgB,toys,300,16,14,11
2FHdBnvKKNob,bed_bath_table,450,20,10,12
Frot5FLjBR6q,toys,175,20,20,20
O8eHuwaNkMA3,toys,1150,45,10,45
ANT4x2GMiSmp,toys,400,18,12,14
KW7vEObobNMq,toys,1900,47,7,35
qI3S6kD7g8EM,toys,800,16,10,16
lBhMHYmuVsQp,books_general_interest,450,23,4,16
mLD09lIaKu7i,toys,100,17,9,14
x8VfMVUGc4Ci,toys,167,16,11,15
Za9F44E8BZ0I,toys,1400,45,30,20
XawuDjF54xlR,bed_bath_table,150,26,6,19
iV8IDeE3ZGmI,toys,2555,55,17,48
LdpDRkKgpBaK,toys,550,16,16,16
IEZOfklmfEJd,perfumery,300,16,10,11
T5FmHi8Wj3v4,toys,2050,30,30,20
mpFzoPFyUaDm,toys,500,17,15,15
ZoxnCk8YEebS,toys,850,40,40,12
GVLFVk3ltJgH,toys,10550,30,105,20
TyjZXrYDl5GQ,pet_shop,1000,16,35,20
fiP6szcUVa69,telephony,250,16,6,11
KzcWheFb5szM,toys,600,25,6,24
EA6ZmPCrbZRQ,toys,250,17,7,13
ro08JPncYzLh,garden_tools,1650,30,22,30
o4bANJwR7cZV,toys,2363,26,10,26
DwErrH6eI5GJ,toys,7650,20,20,20
qA4rdM8pMp0V,toys,100,25,2,17
RoULKBski77Z,toys,7150,58,14,43
B3mZwwzGUQD3,toys,200,23,7,15
fm1qL15uVyQ4,toys,400,21,11,11
lMviqyW62imh,health_beauty,367,24,14,23
yd8y0LjEZqro,toys,4250,36,26,20
LH2UTMzGymX1,toys,410,39,3,28
b0Q1ZbKwgdbT,toys,4050,17,11,13
YD2ltug6xC68,sports_leisure,225,18,15,16
fktVsMNpQcuY,toys,563,20,12,14
KiLOR5XLpabf,toys,325,16,9,13
Txae1nVVZGyq,toys,1500,42,10,32
mfJXNtkb3wa7,computers_accessories,300,42,2,30
6ic4QISE2iTC,toys,200,16,16,16
Ipl69KX1CWCD,toys,700,24,24,16
PUwrXVOioydb,toys,240,19,12,14
6QtH1B0l31bh,toys,2800,36,11,26
9WD8qDW1LAef,toys,450,16,16,11
KbN9lsh9uJef,garden_tools,150,16,2,11
czNvn7U15zTa,health_beauty,1250,30,12,16
pmNZ7Jw8ZG0I,toys,683,57,4,28
nG4ODO1G82WU,toys,3850,52,7,55
MoyGZQUFKGLo,toys,8950,38,23,38
3sKOVLF5rSkN,toys,1150,90,10,15
530Kle0v6vOC,toys,1250,60,20,50
GQHmlPzZUs86,garden_tools,1100,25,25,25
Pbaz8Rwtrbal,toys,767,17,7,12
0x4ni1JSpYau,cool_stuff,9350,50,28,40
Zdtd0zAc5IUG,toys,14600,50,30,40
TLGhKgiIf5Yf,toys,150,16,14,11
z5MjwlLVsdTl,cool_stuff,200,17,4,13
b7CFpqIj701V,toys,950,31,11,26
VcRU5d314wk8,toys,16550,22,65,40
6dW8OEGvkfD9,toys,200,16,15,16
S0ZSTmVloz8V,toys,3400,27,21,21
JUZSyxq6s6nI,toys,400,20,12,15
eaXQkE7GVzQs,bed_bath_table,1550,30,10,30
YHFFpeygJkaf,toys,1100,34,11,25
vyutM7FwcaA8,toys,250,16,12,11
DRB1WiwI2VHK,toys,1450,20,20,11
aZ1aneUqyncU,toys,125,19,5,11
dj10itAmtmuL,toys,125,20,13,17
bHkh54bGDKRq,toys,5800,36,31,31
fJOMyLSpholI,toys,200,20,2,15
H1XJztoIUOr1,toys,8150,60,15,25
ZlCZYSzJ7tSc,furniture_decor,700,60,7,14
154t9EBUuf5S,toys,9650,34,34,50
LpzTLXCjbnrI,toys,100,16,8,19
G1IY1oEEODhg,toys,416,18,9,13
ELzn50644NWX,stationery,550,46,10,32
wdV7yJzaz3Su,toys,4338,17,12,14
5J7az1rwth4i,toys,250,16,2,20
P3Zifs3jZ3Cd,toys,21750,74,39,40
p4cjZIlmWIHr,toys,115,19,5,11
3H7nJ3Wp12et,toys,350,17,17,17
jN5sNhIZ1hu3,home_construction,125,16,11,14
B85tWLwU6kyA,toys,163,17,13,12
Ffe8gTdmyO3U,toys,533,22,11,20
LyeYfyxwxhnV,toys,650,23,6,16
2NDHjxdUzmLC,toys,6550,30,30,30
k9G6RHm3Mlqm,toys,27050,90,20,90
CMsu6RAtEMSu,toys,500,30,10,30
ERHVaJoeGFkF,market_place,1300,33,6,22
qqnbOz1wLlNm,toys,150,16,7,15
070DiM2byCDm,toys,1333,24,23,25
oW6KDobidlmB,toys,950,45,15,35
4VIws8ixtz0J,toys,200,25,7,16
Ya4leKg303LA,toys,1500,55,25,35
7cZbECHQba7v,toys,9050,35,30,35
lZ0YUV5xz4pw,toys,204,18,18,18
Ph7gx9xXX1Y1,toys,100,16,3,11
VXtXbcszWNSN,toys,650,23,7,15
35LeN5k9U6ir,construction_tools_construction,200,16,5,11
Kcqn7MC2IG3l,toys,225,17,14,13
X9sl5gbsIDb6,toys,1825,53,10,40
5mKFLFquGKaV,toys,1500,20,20,20
FYwSFXcDOKLA,toys,750,16,12,15
c0q5BVvDDPHx,toys,2600,16,31,39
m9lIuV6TOthi,toys,517,39,11,13
tPlw2QcQOvKf,garden_tools,1800,37,22,40
qOGddilNdWIg,bed_bath_table,302,26,4,20
kktXNGIh1TrV,toys,5900,46,20,46
vfI3LIVQSjqp,toys,2250,38,8,38
hnD24IeOA36B,toys,5500,40,27,30
G7X4HdUfH0pF,toys,30000,97,40,42
ZWJUWVtLDaV3,toys,213,16,7,12
MELBCNOFxYOx,toys,8900,19,48,27
uW3DyXEsUvwf,toys,500,65,6,11
9WWfs7QK6opj,toys,200,16,20,16
y9mNNJQUwu51,toys,1350,29,3,21
nuF73WjvQjvq,toys,7500,61,11,46
NOQ5V1RCdCE4,toys,125,25,14,18
9RZr4QAOwo2l,toys,500,16,10,16
iwlJRWn8GcIP,toys,1663,36,14,27
9Qkb1FJPVYWX,toys,1000,20,30,20
lIFKuLclXHEx,toys,250,24,18,18
ajtPdPNFRHBo,bed_bath_table,3305,65,12,45
ymKDicNbeRGT,toys,525,16,17,12
HVb0WK2Cg43g,toys,4450,16,29,23
5EFBA7VYOItK,toys,321,19,14,13
sHRultuX3njt,toys,750,35,17,17
orZZicCSy2A9,housewares,7250,45,19,45
BAV67EAhDWTm,toys,700,60,11,20
rwYWoKVuWJI7,construction_tools_safety,350,16,16,16
xkmxY4AXCqpu,toys,400,16,15,15
NMOovgJ0nG5i,auto,3000,75,11,11
jKmuQ6tq2G05,toys,300,17,4,12
0DGoM1aFJKQb,toys,450,20,12,15
GqkscMShhSik,furniture_decor,14600,84,8,84
LnNrCZr5QkVA,toys,1600,25,7,18
dAz11YkQkoue,health_beauty,100,20,15,15
CCrvoBA46CNs,office_furniture,2600,40,45,39
Nzi3hRERFNyS,small_appliances,4683,45,29,22
pzILY4Wq70GH,bed_bath_table,4600,60,19,50
2bgJvazwfDV2,books_imported,600,29,2,22
tCUV6sOvY4eR,toys,2350,20,20,20
eQPB4fxbEHAX,toys,1950,45,10,45
Ap7Rn9tfZxOw,toys,3100,16,34,34
z8C8byhwKN5U,toys,1300,30,30,30
8EMcxO7AFhVP,toys,180,17,10,13
VHNgfFlyhIby,toys,250,16,16,11
dYQ5y9MVdbd3,toys,1950,26,30,25
a3O7KWdsexjY,toys,875,25,18,40
rttGPBjZJJT7,toys,3050,30,30,30
C4MNIZebz8wg,toys,1582,31,31,35
We90zEqnJ5kf,toys,800,50,15,25
icdtCDkjpSZQ,toys,342,18,13,15
kvAXtKx8db3H,bed_bath_table,550,23,15,23
wAqpjobOTLMo,construction_tools_construction,1200,16,11,11
1MAKkRLc16A5,toys,650,20,20,20
2iBDXPkTU67p,cool_stuff,500,16,7,13
7GCN6AqZJjei,toys,2300,43,8,33
xQgcbYd87CWJ,construction_tools_construction,370,44,21,12
b7EB4FL0s7l4,auto,500,17,4,11
l1RR5L48SOnq,toys,1500,20,20,20
xFNo708ufC4g,sports_leisure,250,28,13,14
NYmB2zWohhHJ,toys,250,16,2,20
XNbBzLoST9Ul,toys,150,19,4,11
vzagU12Ym57w,toys,800,28,35,18
mKjdyt3tyue7,toys,600,20,8,14
xhKdrEK65G4s,housewares,2050,25,10,25
l1AP26q9ys8f,toys,300,18,9,14
gYNFugtulfL7,perfumery,400,20,6,20
haln9wsfk4gB,toys,250,16,9,12
0zlj1BadUrLU,toys,1800,55,10,38
XDUqkIcZu8dq,toys,150,43,11,18
lJ5QXXw9k2Iq,toys,425,19,13,16
BN3wgquRy7E3,toys,350,25,25,25
Xw5ajqtHM3Gh,toys,650,22,15,22
ANT4x2GMiSmp,toys,400,18,12,14
4VIws8ixtz0J,toys,200,25,7,16
o14bEk2tGfN6,toys,400,50,3,25
YUJP7KmYRrpd,toys,1450,49,10,33
w4YFJjKM42dS,bed_bath_table,1300,44,2,35
njSHk9peljWL,cool_stuff,450,30,9,30
bcbzfBTRLrGP,toys,300,20,10,15
tk1cjc0uufDa,drinks,150,18,18,18
zaqoILzcXvSK,toys,600,23,17,15
CMsu6RAtEMSu,toys,500,30,10,30
GJDZ0pGGxKH6,furniture_decor,975,35,25,21
SvW8FcwBD7tX,toys,6663,17,11,13
THH7PKYoBKdS,toys,20800,80,36,36
XeFdN5V8JO5Q,telephony,150,20,5,12
6RxSjd0Dg5O8,toys,600,60,8,50
6iped3gcNaVR,bed_bath_table,400,19,13,15
jfLLEFsXylmk,toys,583,24,22,23
amtgFLgdaIk3,toys,2100,34,9,33
8JBnWhzkHlnP,toys,950,36,6,27
fEcmgnLJSy8R,electronics,6185,63,11,20
UgkSjxoiV9Ev,toys,2600,50,10,30
Llc34brRaltI,housewares,950,53,5,13
kh73CsHIDXbC,bed_bath_table,433,45,4,35
KvidPAEAVI5p,toys,100,16,12,12
6dDEOApVOORt,toys,500,23,8,15
5zjlm4wGGKnH,toys,1067,32,13,22
I2sdomJtgwct,cool_stuff,21900,105,31,31
K7g5D7Q3uyjT,toys,329,18,18,15
vV85W00BV60Y,toys,350,20,45,20
9NwzO0Pm0fDM,toys,1550,30,22,30
qmnz65fq3lSU,toys,250,19,4,11
DXG0TFaZjGHO,toys,200,16,7,11
Wi0gtWXV3WgV,toys,250,16,16,11
AMKIgKd1s17B,health_beauty,200,22,10,18
LxuPzT9ut6JM,toys,950,30,20,35
ucePnNrnkTwo,toys,1825,44,14,34
ch26pynh9FL6,sports_leisure,1182,21,16,17
gO3HkbqTzW6x,cool_stuff,5200,63,2,79
zgag7ieJuCAi,housewares,9650,22,52,42
MefCIOS6De1P,toys,10300,70,20,33
o70YE7IP6388,watches_gifts,1050,30,45,11
Kcqn7MC2IG3l,toys,225,17,14,13
ap0q6naN25aP,furniture_decor,550,52,11,11
MJd5ysuJ9wF1,health_beauty,600,33,19,13
TiKQGLZSUkVI,toys,2400,30,30,30
pdRmYEfbMGKc,computers,13700,27,50,53
4BC2oiLYHtoL,toys,900,26,6,27
cskdUwZHeQnG,toys,350,16,16,16
gaperm2jwgVL,toys,2700,38,4,38
mwpUbBRjYuCg,toys,16500,58,18,42
QCAiaLSyGTa2,toys,375,29,14,20
0cQg5LVj9DIj,toys,1867,21,18,19
4hkcmVq9CDd3,computers_accessories,496,36,13,35
mruD6VQZ4x6D,office_furniture,14775,63,60,25
SESkOgF0nWnh,cool_stuff,1600,42,25,15
N7LOemvJUJ0T,toys,850,36,15,25
Ldu3cUpc6aQF,toys,600,19,13,20
KgM2jmlkkymm,toys,5300,30,24,38
DXeIJE6ARr3Q,toys,2750,16,31,39
caO9h6cBBQGe,bed_bath_table,2400,40,15,35
vmL6LXpanWij,toys,8500,60,27,30
hfEa3c65LTA2,toys,5950,20,20,20
aYdvBRjbB200,toys,550,40,4,30
ztEoP22HkfQ2,telephony,300,17,4,12
KqYABhO92lfM,toys,8750,52,51,17
buUoIY4uw98h,toys,525,18,8,12
dc1u7vbtqPRF,health_beauty,538,23,12,34
9ndkD1HcWVTB,toys,400,19,15,11
MOqtPUVqxrLE,toys,1238,32,35,17
M1xbu1rZHmdW,toys,3775,35,30,30
TpFZIk33uyGn,toys,2800,16,31,39
FfiMQzl2g9IG,bed_bath_table,350,25,9,19
Frot5FLjBR6q,toys,175,20,20,20
